query_image_id,query_class,top1_class,top1_hit,correct_in_top5,precision_at_5,top5_image_ids,top5_classes,top5_distances
dog_dog_0033,dog,dog,1,3,0.6000,dog_dog_0032;dog_dog_0034;deer_deer_0027;goat_goat_0007;dog_dog_0029,dog;dog;deer;goat;dog,0.068593;0.077680;0.084442;0.085156;0.085561
dog_dog_0034,dog,dog,1,3,0.6000,dog_dog_0029;dog_dog_0033;dog_dog_0045;deer_deer_0003;rhino_rhino_0015,dog;dog;dog;deer;rhino,0.075189;0.077680;0.085441;0.089203;0.094037
dog_dog_0035,dog,elephant,0,3,0.6000,elephant_elephant_0014;dog_dog_0038;dog_dog_0039;pig_pig_0014;dog_dog_0037,elephant;dog;dog;pig;dog,0.085260;0.090846;0.092796;0.093487;0.096254
dog_dog_0036,dog,elephant,0,3,0.6000,elephant_elephant_0014;dog_dog_0030;cow_cow_0015;dog_dog_0002;dog_dog_0017,elephant;dog;cow;dog;dog,0.069877;0.075950;0.093173;0.095287;0.095287
dog_dog_0037,dog,dog,1,2,0.4000,dog_dog_0032;deer_deer_0029;zebra_zebra_0004;dog_dog_0039;pig_pig_0014,dog;deer;zebra;dog;pig,0.067148;0.069984;0.072336;0.075942;0.081160
dog_dog_0038,dog,elephant,0,0,0.0000,elephant_elephant_0014;deer_deer_0024;rhino_rhino_0006;cow_cow_0012;giraffe_giraffe_0011,elephant;deer;rhino;cow;giraffe,0.085019;0.087278;0.090680;0.090687;0.090696
dog_dog_0039,dog,zebra,0,2,0.4000,zebra_zebra_0004;deer_deer_0011;dog_dog_0037;elephant_elephant_0001;dog_dog_0032,zebra;deer;dog;elephant;dog,0.067308;0.069481;0.075942;0.083751;0.084728
dog_dog_0040,dog,goat,0,2,0.4000,goat_goat_0003;dog_dog_0046;dog_dog_0045;goat_goat_0007;deer_deer_0027,goat;dog;dog;goat;deer,0.079897;0.086389;0.090956;0.093384;0.096101
dog_dog_0041,dog,goat,0,0,0.0000,goat_goat_0019;elephant_elephant_0005;goat_goat_0010;horse_horse_0035;rhino_rhino_0010,goat;elephant;goat;horse;rhino,0.061269;0.070197;0.071226;0.071852;0.087410
dog_dog_0042,dog,rhino,0,1,0.2000,rhino_rhino_0009;dog_dog_0016;goat_goat_0010;cow_cow_0008;pig_pig_0017,rhino;dog;goat;cow;pig,0.062076;0.063417;0.064498;0.066391;0.069679
dog_dog_0043,dog,rhino,0,0,0.0000,rhino_rhino_0013;horse_horse_0030;rhino_rhino_0002;hippo_hippo_0005;pig_pig_0009,rhino;horse;rhino;hippo;pig,0.074149;0.075726;0.079673;0.083562;0.084772
dog_dog_0044,dog,dog,1,1,0.2000,dog_dog_0014;horse_horse_0019;deer_deer_0023;camel_camel_0006;camel_camel_0014,dog;horse;deer;camel;camel,0.069346;0.089747;0.097006;0.100881;0.105758
dog_dog_0045,dog,rhino,0,2,0.4000,rhino_rhino_0015;dog_dog_0046;dog_dog_0034;horse_horse_0003;deer_deer_0003,rhino;dog;dog;horse;deer,0.076765;0.079649;0.085441;0.089242;0.090350
dog_dog_0046,dog,dog,1,3,0.6000,dog_dog_0028;dog_dog_0045;dog_dog_0040;rhino_rhino_0015;cat_cat_0021,dog;dog;dog;rhino;cat,0.072981;0.079649;0.086389;0.091905;0.097527
dog_dog_0047,dog,dog,1,3,0.6000,dog_dog_0040;dog_dog_0045;cat_cat_0008;deer_deer_0003;dog_dog_0022,dog;dog;cat;deer;dog,0.100829;0.104006;0.104766;0.108045;0.114130
elephant_elephant_0001,elephant,cat,0,0,0.0000,cat_cat_0021;dog_dog_0039;deer_deer_0011;zebra_zebra_0004;pig_pig_0014,cat;dog;deer;zebra;pig,0.080055;0.083751;0.089147;0.089759;0.090007
elephant_elephant_0002,elephant,elephant,1,2,0.4000,elephant_elephant_0007;elephant_elephant_0003;deer_deer_0022;deer_deer_0029;cow_cow_0006,elephant;elephant;deer;deer;cow,0.052187;0.074511;0.082051;0.093389;0.093441
elephant_elephant_0003,elephant,elephant,1,2,0.4000,elephant_elephant_0002;elephant_elephant_0007;deer_deer_0022;horse_horse_0016;horse_horse_0029,elephant;elephant;deer;horse;horse,0.074511;0.074901;0.079451;0.087889;0.087889
elephant_elephant_0004,elephant,camel,0,1,0.2000,camel_camel_0017;elephant_elephant_0010;rhino_rhino_0004;hippo_hippo_0012;deer_deer_0021,camel;elephant;rhino;hippo;deer,0.053200;0.065717;0.075410;0.075512;0.076110
elephant_elephant_0005,elephant,tiger,0,0,0.0000,tiger_tiger_0015;rhino_rhino_0009;dog_dog_0041;camel_camel_0012;goat_goat_0019,tiger;rhino;dog;camel;goat,0.057351;0.066910;0.070197;0.072419;0.075106
elephant_elephant_0006,elephant,horse,0,0,0.0000,horse_horse_0001;hippo_hippo_0007;cow_cow_0010;cow_cow_0003;horse_horse_0030,horse;hippo;cow;cow;horse,0.086295;0.105812;0.109350;0.115308;0.120511
elephant_elephant_0007,elephant,elephant,1,2,0.4000,elephant_elephant_0002;elephant_elephant_0003;hippo_hippo_0011;dog_dog_0037;zebra_zebra_0003,elephant;elephant;hippo;dog;zebra,0.052187;0.074901;0.081828;0.084335;0.091581
elephant_elephant_0008,elephant,giraffe,0,2,0.4000,giraffe_giraffe_0011;elephant_elephant_0012;horse_horse_0019;zebra_zebra_0003;elephant_elephant_0009,giraffe;elephant;horse;zebra;elephant,0.079399;0.085941;0.095020;0.097705;0.099999
elephant_elephant_0009,elephant,elephant,1,2,0.4000,elephant_elephant_0012;horse_horse_0026;deer_deer_0022;camel_camel_0004;elephant_elephant_0004,elephant;horse;deer;camel;elephant,0.057286;0.071817;0.072350;0.076397;0.078235
elephant_elephant_0010,elephant,camel,0,0,0.0000,camel_camel_0017;camel_camel_0002;hippo_hippo_0012;deer_deer_0021;pig_pig_0003,camel;camel;hippo;deer;pig,0.058272;0.066761;0.067571;0.069903;0.077415
elephant_elephant_0011,elephant,cat,0,1,0.2000,cat_cat_0011;horse_horse_0017;elephant_elephant_0013;horse_horse_0007;horse_horse_0009,cat;horse;elephant;horse;horse,0.079350;0.079585;0.087528;0.090390;0.091633
elephant_elephant_0012,elephant,elephant,1,2,0.4000,elephant_elephant_0009;deer_deer_0022;pig_pig_0005;elephant_elephant_0008;horse_horse_0016,elephant;deer;pig;elephant;horse,0.057286;0.084602;0.085243;0.085941;0.088001
elephant_elephant_0013,elephant,elephant,1,1,0.2000,elephant_elephant_0011;hippo_hippo_0001;horse_horse_0012;horse_horse_0009;cat_cat_0011,elephant;hippo;horse;horse;cat,0.087528;0.092035;0.100555;0.101526;0.106890
elephant_elephant_0014,elephant,deer,0,0,0.0000,deer_deer_0024;dog_dog_0036;deer_deer_0030;dog_dog_0030;cat_cat_0006,deer;dog;deer;dog;cat,0.051215;0.069877;0.079606;0.080242;0.080843
elephant_elephant_0015,elephant,hippo,0,0,0.0000,hippo_hippo_0005;hippo_hippo_0006;horse_horse_0026;rhino_rhino_0013;hippo_hippo_0004,hippo;hippo;horse;rhino;hippo,0.046870;0.047026;0.057202;0.061348;0.061709
giraffe_giraffe_0001,giraffe,giraffe,1,5,1.0000,giraffe_giraffe_0036;giraffe_giraffe_0019;giraffe_giraffe_0010;giraffe_giraffe_0018;giraffe_giraffe_0012,giraffe;giraffe;giraffe;giraffe;giraffe,0.049504;0.055616;0.061859;0.065392;0.073506
giraffe_giraffe_0002,giraffe,giraffe,1,5,1.0000,giraffe_giraffe_0022;giraffe_giraffe_0033;giraffe_giraffe_0013;giraffe_giraffe_0036;giraffe_giraffe_0019,giraffe;giraffe;giraffe;giraffe;giraffe,0.067010;0.067060;0.071886;0.075333;0.080409
giraffe_giraffe_0003,giraffe,giraffe,1,4,0.8000,giraffe_giraffe_0010;giraffe_giraffe_0018;giraffe_giraffe_0001;zebra_zebra_0017;giraffe_giraffe_0036,giraffe;giraffe;giraffe;zebra;giraffe,0.083775;0.086587;0.087979;0.088800;0.090808
giraffe_giraffe_0004,giraffe,giraffe,1,2,0.4000,giraffe_giraffe_0014;giraffe_giraffe_0037;rabbit_rabbit_0001;deer_deer_0014;horse_horse_0036,giraffe;giraffe;rabbit;deer;horse,0.085178;0.090417;0.097642;0.102125;0.102455
giraffe_giraffe_0005,giraffe,giraffe,1,3,0.6000,giraffe_giraffe_0017;giraffe_giraffe_0028;giraffe_giraffe_0039;goat_goat_0015;goat_goat_0021,giraffe;giraffe;giraffe;goat;goat,0.036434;0.037623;0.050707;0.069686;0.076100
giraffe_giraffe_0006,giraffe,giraffe,1,5,1.0000,giraffe_giraffe_0012;giraffe_giraffe_0016;giraffe_giraffe_0019;giraffe_giraffe_0036;giraffe_giraffe_0021,giraffe;giraffe;giraffe;giraffe;giraffe,0.002535;0.044630;0.052568;0.063208;0.067141
giraffe_giraffe_0007,giraffe,giraffe,1,1,0.2000,giraffe_giraffe_0025;deer_deer_0006;deer_deer_0014;horse_horse_0006;deer_deer_0012,giraffe;deer;deer;horse;deer,0.073170;0.088032;0.097711;0.099266;0.099482
giraffe_giraffe_0008,giraffe,giraffe,1,3,0.6000,giraffe_giraffe_0030;giraffe_giraffe_0022;camel_camel_0008;giraffe_giraffe_0036;zebra_zebra_0017,giraffe;giraffe;camel;giraffe;zebra,0.054560;0.074202;0.086955;0.095196;0.096371
giraffe_giraffe_0009,giraffe,dog,0,0,0.0000,dog_dog_0039;dog_dog_0032;deer_deer_0024;cat_cat_0021;dog_dog_0037,dog;dog;deer;cat;dog,0.097857;0.098421;0.099393;0.099756;0.102911
giraffe_giraffe_0010,giraffe,giraffe,1,4,0.8000,giraffe_giraffe_0036;giraffe_giraffe_0001;giraffe_giraffe_0019;zebra_zebra_0017;giraffe_giraffe_0003,giraffe;giraffe;giraffe;zebra;giraffe,0.060398;0.061859;0.080524;0.080876;0.083775
giraffe_giraffe_0011,giraffe,rabbit,0,0,0.0000,rabbit_rabbit_0001;elephant_elephant_0008;deer_deer_0007;elephant_elephant_0010;dog_dog_0038,rabbit;elephant;deer;elephant;dog,0.078867;0.079399;0.084754;0.088033;0.090696
giraffe_giraffe_0012,giraffe,giraffe,1,5,1.0000,giraffe_giraffe_0006;giraffe_giraffe_0016;giraffe_giraffe_0019;giraffe_giraffe_0036;giraffe_giraffe_0021,giraffe;giraffe;giraffe;giraffe;giraffe,0.002535;0.044602;0.052836;0.063113;0.067965
giraffe_giraffe_0013,giraffe,giraffe,1,5,1.0000,giraffe_giraffe_0033;giraffe_giraffe_0015;giraffe_giraffe_0038;giraffe_giraffe_0029;giraffe_giraffe_0002,giraffe;giraffe;giraffe;giraffe;giraffe,0.064682;0.067948;0.068050;0.068104;0.071886
giraffe_giraffe_0014,giraffe,horse,0,3,0.6000,horse_horse_0036;giraffe_giraffe_0037;horse_horse_0006;giraffe_giraffe_0004;giraffe_giraffe_0025,horse;giraffe;horse;giraffe;giraffe,0.071450;0.078137;0.082131;0.085178;0.089388
giraffe_giraffe_0015,giraffe,giraffe,1,5,1.0000,giraffe_giraffe_0027;giraffe_giraffe_0013;giraffe_giraffe_0038;giraffe_giraffe_0002;giraffe_giraffe_0029,giraffe;giraffe;giraffe;giraffe;giraffe,0.060353;0.067948;0.078980;0.082636;0.083121
giraffe_giraffe_0016,giraffe,giraffe,1,5,1.0000,giraffe_giraffe_0012;giraffe_giraffe_0006;giraffe_giraffe_0019;giraffe_giraffe_0021;giraffe_giraffe_0036,giraffe;giraffe;giraffe;giraffe;giraffe,0.044602;0.044630;0.046336;0.074257;0.074419
giraffe_giraffe_0017,giraffe,giraffe,1,3,0.6000,giraffe_giraffe_0039;giraffe_giraffe_0005;giraffe_giraffe_0028;goat_goat_0015;goat_goat_0021,giraffe;giraffe;giraffe;goat;goat,0.032495;0.036434;0.038542;0.071945;0.081755
giraffe_giraffe_0018,giraffe,giraffe,1,5,1.0000,giraffe_giraffe_0036;giraffe_giraffe_0001;giraffe_giraffe_0021;giraffe_giraffe_0022;giraffe_giraffe_0029,giraffe;giraffe;giraffe;giraffe;giraffe,0.060518;0.065392;0.066315;0.069615;0.076163
giraffe_giraffe_0019,giraffe,giraffe,1,5,1.0000,giraffe_giraffe_0016;giraffe_giraffe_0006;giraffe_giraffe_0012;giraffe_giraffe_0001;giraffe_giraffe_0036,giraffe;giraffe;giraffe;giraffe;giraffe,0.046336;0.052568;0.052836;0.055616;0.065753
giraffe_giraffe_0020,giraffe,rabbit,0,4,0.8000,rabbit_rabbit_0022;giraffe_giraffe_0024;giraffe_giraffe_0006;giraffe_giraffe_0012;giraffe_giraffe_0025,rabbit;giraffe;giraffe;giraffe;giraffe,0.086600;0.090218;0.092637;0.092816;0.094650
giraffe_giraffe_0021,giraffe,giraffe,1,5,1.0000,giraffe_giraffe_0018;giraffe_giraffe_0006;giraffe_giraffe_0012;giraffe_giraffe_0023;giraffe_giraffe_0022,giraffe;giraffe;giraffe;giraffe;giraffe,0.066315;0.067141;0.067965;0.071667;0.072267
giraffe_giraffe_0022,giraffe,giraffe,1,4,0.8000,giraffe_giraffe_0033;giraffe_giraffe_0002;camel_camel_0008;giraffe_giraffe_0018;giraffe_giraffe_0036,giraffe;giraffe;camel;giraffe;giraffe,0.065518;0.067010;0.068890;0.069615;0.070809
giraffe_giraffe_0023,giraffe,giraffe,1,5,1.0000,giraffe_giraffe_0021;giraffe_giraffe_0006;giraffe_giraffe_0012;giraffe_giraffe_0001;giraffe_giraffe_0022,giraffe;giraffe;giraffe;giraffe;giraffe,0.071667;0.071894;0.072746;0.079054;0.079573
giraffe_giraffe_0024,giraffe,giraffe,1,3,0.6000,giraffe_giraffe_0034;rabbit_rabbit_0022;giraffe_giraffe_0001;giraffe_giraffe_0020;deer_deer_0008,giraffe;rabbit;giraffe;giraffe;deer,0.072145;0.082967;0.088815;0.090218;0.091240
giraffe_giraffe_0025,giraffe,giraffe,1,3,0.6000,giraffe_giraffe_0007;giraffe_giraffe_0014;horse_horse_0036;horse_horse_0006;giraffe_giraffe_0020,giraffe;giraffe;horse;horse;giraffe,0.073170;0.089388;0.090093;0.094183;0.094650
giraffe_giraffe_0026,giraffe,giraffe,1,4,0.8000,giraffe_giraffe_0032;giraffe_giraffe_0033;giraffe_giraffe_0031;camel_camel_0008;giraffe_giraffe_0021,giraffe;giraffe;giraffe;camel;giraffe,0.003437;0.065392;0.068018;0.071546;0.075961
giraffe_giraffe_0027,giraffe,giraffe,1,5,1.0000,giraffe_giraffe_0015;giraffe_giraffe_0038;giraffe_giraffe_0013;giraffe_giraffe_0016;giraffe_giraffe_0019,giraffe;giraffe;giraffe;giraffe;giraffe,0.060353;0.071489;0.079973;0.081257;0.082804
giraffe_giraffe_0028,giraffe,giraffe,1,3,0.6000,giraffe_giraffe_0005;giraffe_giraffe_0017;giraffe_giraffe_0039;goat_goat_0015;goat_goat_0021,giraffe;giraffe;giraffe;goat;goat,0.037623;0.038542;0.061035;0.083977;0.087395
giraffe_giraffe_0029,giraffe,giraffe,1,5,1.0000,giraffe_giraffe_0038;giraffe_giraffe_0013;giraffe_giraffe_0018;giraffe_giraffe_0036;giraffe_giraffe_0015,giraffe;giraffe;giraffe;giraffe;giraffe,0.056529;0.068104;0.076163;0.081021;0.083121
giraffe_giraffe_0030,giraffe,giraffe,1,4,0.8000,giraffe_giraffe_0008;camel_camel_0008;giraffe_giraffe_0022;giraffe_giraffe_0032;giraffe_giraffe_0026,giraffe;camel;giraffe;giraffe;giraffe,0.054560;0.070332;0.072030;0.083210;0.084317
giraffe_giraffe_0031,giraffe,giraffe,1,3,0.6000,giraffe_giraffe_0026;giraffe_giraffe_0033;giraffe_giraffe_0032;camel_camel_0008;goat_goat_0006,giraffe;giraffe;giraffe;camel;goat,0.068018;0.068458;0.069514;0.074760;0.076864
giraffe_giraffe_0032,giraffe,giraffe,1,4,0.8000,giraffe_giraffe_0026;giraffe_giraffe_0033;giraffe_giraffe_0031;camel_camel_0008;giraffe_giraffe_0021,giraffe;giraffe;giraffe;camel;giraffe,0.003437;0.064301;0.069514;0.071384;0.075859
giraffe_giraffe_0033,giraffe,giraffe,1,5,1.0000,giraffe_giraffe_0032;giraffe_giraffe_0013;giraffe_giraffe_0026;giraffe_giraffe_0022;giraffe_giraffe_0002,giraffe;giraffe;giraffe;giraffe;giraffe,0.064301;0.064682;0.065392;0.065518;0.067060
giraffe_giraffe_0034,giraffe,deer,0,2,0.4000,deer_deer_0008;giraffe_giraffe_0024;horse_horse_0036;giraffe_giraffe_0010;zebra_zebra_0017,deer;giraffe;horse;giraffe;zebra,0.066264;0.072145;0.088331;0.096215;0.097897
giraffe_giraffe_0035,giraffe,giraffe,1,5,1.0000,giraffe_giraffe_0036;giraffe_giraffe_0037;giraffe_giraffe_0002;giraffe_giraffe_0019;giraffe_giraffe_0020,giraffe;giraffe;giraffe;giraffe;giraffe,0.086865;0.095823;0.098362;0.098580;0.100720
giraffe_giraffe_0036,giraffe,giraffe,1,5,1.0000,giraffe_giraffe_0001;giraffe_giraffe_0010;giraffe_giraffe_0018;giraffe_giraffe_0012;giraffe_giraffe_0006,giraffe;giraffe;giraffe;giraffe;giraffe,0.049504;0.060398;0.060518;0.063113;0.063208
giraffe_giraffe_0037,giraffe,horse,0,3,0.6000,horse_horse_0036;giraffe_giraffe_0014;giraffe_giraffe_0004;giraffe_giraffe_0035;horse_horse_0006,horse;giraffe;giraffe;giraffe;horse,0.075239;0.078137;0.090417;0.095823;0.097857
giraffe_giraffe_0038,giraffe,giraffe,1,5,1.0000,giraffe_giraffe_0029;giraffe_giraffe_0013;giraffe_giraffe_0027;giraffe_giraffe_0021;giraffe_giraffe_0016,giraffe;giraffe;giraffe;giraffe;giraffe,0.056529;0.068050;0.071489;0.072413;0.075554
giraffe_giraffe_0039,giraffe,giraffe,1,3,0.6000,giraffe_giraffe_0017;giraffe_giraffe_0005;giraffe_giraffe_0028;goat_goat_0015;goat_goat_0021,giraffe;giraffe;giraffe;goat;goat,0.032495;0.050707;0.061035;0.078852;0.094735
giraffe_giraffe_0040,giraffe,camel,0,4,0.8000,camel_camel_0008;giraffe_giraffe_0033;giraffe_giraffe_0002;giraffe_giraffe_0021;giraffe_giraffe_0022,camel;giraffe;giraffe;giraffe;giraffe,0.058048;0.083578;0.086895;0.087546;0.087669
goat_goat_0001,goat,dog,0,0,0.0000,dog_dog_0026;camel_camel_0003;cow_cow_0018;deer_deer_0026;horse_horse_0017,dog;camel;cow;deer;horse,0.068431;0.071749;0.073637;0.073901;0.075626
goat_goat_0002,goat,dog,0,0,0.0000,dog_dog_0005;dog_dog_0031;dog_dog_0032;deer_deer_0029;dog_dog_0045,dog;dog;dog;deer;dog,0.082106;0.088057;0.093481;0.101879;0.103887
goat_goat_0003,goat,goat,1,2,0.4000,goat_goat_0007;horse_horse_0032;dog_dog_0040;deer_deer_0027;goat_goat_0016,goat;horse;dog;deer;goat,0.037869;0.078786;0.079897;0.082920;0.087555
goat_goat_0004,goat,goat,1,3,0.6000,goat_goat_0016;dog_dog_0032;giraffe_giraffe_0004;goat_goat_0007;goat_goat_0005,goat;dog;giraffe;goat;goat,0.094888;0.106081;0.108650;0.110968;0.112232
goat_goat_0005,goat,giraffe,0,1,0.2000,giraffe_giraffe_0004;horse_horse_0037;horse_horse_0036;giraffe_giraffe_0014;goat_goat_0004,giraffe;horse;horse;giraffe;goat,0.103303;0.107530;0.110208;0.111979;0.112232
goat_goat_0006,goat,goat,1,4,0.8000,goat_goat_0018;goat_goat_0017;rabbit_rabbit_0017;goat_goat_0013;goat_goat_0009,goat;goat;rabbit;goat;goat,0.056649;0.060332;0.060707;0.060976;0.062147
goat_goat_0007,goat,goat,1,2,0.4000,goat_goat_0003;horse_horse_0032;dog_dog_0033;goat_goat_0016;deer_deer_0027,goat;horse;dog;goat;deer,0.037869;0.075468;0.085156;0.086545;0.089548
goat_goat_0008,goat,horse,0,1,0.2000,horse_horse_0004;goat_goat_0003;dog_dog_0040;dog_dog_0047;cat_cat_0008,horse;goat;dog;dog;cat,0.109259;0.109956;0.112553;0.126477;0.133834
goat_goat_0009,goat,goat,1,2,0.4000,goat_goat_0018;goat_goat_0017;dog_dog_0025;dog_dog_0020;rabbit_rabbit_0017,goat;goat;dog;dog;rabbit,0.033520;0.048646;0.057677;0.059928;0.060895
goat_goat_0010,goat,rhino,0,2,0.4000,rhino_rhino_0009;dog_dog_0016;goat_goat_0022;pig_pig_0017;goat_goat_0019,rhino;dog;goat;pig;goat,0.051769;0.053626;0.055853;0.058879;0.060105
goat_goat_0011,goat,deer,0,0,0.0000,deer_deer_0031;cow_cow_0005;rabbit_rabbit_0005;cat_cat_0013;cat_cat_0009,deer;cow;rabbit;cat;cat,0.053775;0.073200;0.081775;0.084821;0.089901
goat_goat_0012,goat,cat,0,2,0.4000,cat_cat_0015;rabbit_rabbit_0016;dog_dog_0026;goat_goat_0015;goat_goat_0013,cat;rabbit;dog;goat;goat,0.067884;0.069765;0.071310;0.072188;0.073307
goat_goat_0013,goat,goat,1,3,0.6000,goat_goat_0015;goat_goat_0021;dog_dog_0025;goat_goat_0017;dog_dog_0020,goat;goat;dog;goat;dog,0.044359;0.047806;0.055910;0.058585;0.058592
goat_goat_0014,goat,horse,0,0,0.0000,horse_horse_0011;camel_camel_0007;horse_horse_0014;horse_horse_0024;dog_dog_0022,horse;camel;horse;horse;dog,0.068253;0.095184;0.099531;0.121752;0.134429
goat_goat_0015,goat,goat,1,4,0.8000,goat_goat_0022;goat_goat_0021;goat_goat_0013;goat_goat_0020;dog_dog_0009,goat;goat;goat;goat;dog,0.040782;0.040836;0.044359;0.054769;0.056577
goat_goat_0016,goat,goat,1,3,0.6000,goat_goat_0007;goat_goat_0003;goat_goat_0004;dog_dog_0039;deer_deer_0027,goat;goat;goat;dog;deer,0.086545;0.087555;0.094888;0.100339;0.107344
goat_goat_0017,goat,goat,1,4,0.8000,goat_goat_0018;goat_goat_0009;dog_dog_0025;goat_goat_0013;goat_goat_0006,goat;goat;dog;goat;goat,0.035002;0.048646;0.056152;0.058585;0.060332
goat_goat_0018,goat,goat,1,3,0.6000,goat_goat_0009;goat_goat_0017;dog_dog_0025;goat_goat_0006;rabbit_rabbit_0017,goat;goat;dog;goat;rabbit,0.033520;0.035002;0.051912;0.056649;0.057228
goat_goat_0019,goat,deer,0,1,0.2000,deer_deer_0025;tiger_tiger_0009;goat_goat_0010;dog_dog_0041;cat_cat_0015,deer;tiger;goat;dog;cat,0.057423;0.059211;0.060105;0.061269;0.071526
goat_goat_0020,goat,goat,1,4,0.8000,goat_goat_0015;goat_goat_0022;dog_dog_0016;goat_goat_0017;goat_goat_0021,goat;goat;dog;goat;goat,0.054769;0.057183;0.065332;0.065471;0.066085
goat_goat_0021,goat,goat,1,3,0.6000,goat_goat_0015;goat_goat_0022;goat_goat_0013;dog_dog_0009;dog_dog_0025,goat;goat;goat;dog;dog,0.040836;0.047472;0.047806;0.062466;0.064747
goat_goat_0022,goat,goat,1,4,0.8000,goat_goat_0015;goat_goat_0021;dog_dog_0009;goat_goat_0010;goat_goat_0020,goat;goat;dog;goat;goat,0.040782;0.047472;0.055197;0.055853;0.057183
hippo_hippo_0001,hippo,elephant,0,0,0.0000,elephant_elephant_0013;elephant_elephant_0011;cat_cat_0011;horse_horse_0016;horse_horse_0029,elephant;elephant;cat;horse;horse,0.092035;0.094465;0.100085;0.100697;0.100697
hippo_hippo_0002,hippo,pig,0,2,0.4000,pig_pig_0015;pig_pig_0013;hippo_hippo_0012;rhino_rhino_0007;hippo_hippo_0009,pig;pig;hippo;rhino;hippo,0.054843;0.062042;0.071565;0.075283;0.076463
hippo_hippo_0003,hippo,horse,0,0,0.0000,horse_horse_0030;dog_dog_0002;dog_dog_0017;rhino_rhino_0002;cat_cat_0022,horse;dog;dog;rhino;cat,0.068308;0.074930;0.074930;0.081089;0.082570
hippo_hippo_0004,hippo,elephant,0,3,0.6000,elephant_elephant_0015;hippo_hippo_0013;hippo_hippo_0006;rhino_rhino_0004;hippo_hippo_0012,elephant;hippo;hippo;rhino;hippo,0.061709;0.063951;0.068439;0.068615;0.070469
hippo_hippo_0005,hippo,elephant,0,1,0.2000,elephant_elephant_0015;rhino_rhino_0013;hippo_hippo_0006;cow_cow_0001;tiger_tiger_0007,elephant;rhino;hippo;cow;tiger,0.046870;0.052869;0.056682;0.059753;0.062007
hippo_hippo_0006,hippo,elephant,0,2,0.4000,elephant_elephant_0015;hippo_hippo_0005;hippo_hippo_0014;pig_pig_0005;horse_horse_0026,elephant;hippo;hippo;pig;horse,0.047026;0.056682;0.057822;0.063229;0.064411
hippo_hippo_0007,hippo,rhino,0,1,0.2000,rhino_rhino_0013;hippo_hippo_0013;rhino_rhino_0012;pig_pig_0013;pig_pig_0003,rhino;hippo;rhino;pig;pig,0.056252;0.058112;0.062028;0.069643;0.070813
hippo_hippo_0008,hippo,rhino,0,0,0.0000,rhino_rhino_0014;cow_cow_0005;rhino_rhino_0010;rhino_rhino_0007;rhino_rhino_0001,rhino;cow;rhino;rhino;rhino,0.071860;0.079289;0.082831;0.086555;0.086932
hippo_hippo_0009,hippo,rhino,0,3,0.6000,rhino_rhino_0004;hippo_hippo_0013;hippo_hippo_0012;rhino_rhino_0012;hippo_hippo_0004,rhino;hippo;hippo;rhino;hippo,0.051932;0.066908;0.069839;0.069939;0.073794
hippo_hippo_0010,hippo,rhino,0,1,0.2000,rhino_rhino_0004;rhino_rhino_0012;cow_cow_0007;hippo_hippo_0009;pig_pig_0003,rhino;rhino;cow;hippo;pig,0.082257;0.084820;0.091665;0.092102;0.092656
hippo_hippo_0011,hippo,elephant,0,0,0.0000,elephant_elephant_0007;elephant_elephant_0002;elephant_elephant_0003;camel_camel_0009;dog_dog_0010,elephant;elephant;elephant;camel;dog,0.081828;0.089287;0.101066;0.102075;0.106991
hippo_hippo_0012,hippo,pig,0,0,0.0000,pig_pig_0011;rhino_rhino_0004;pig_pig_0004;pig_pig_0003;rhino_rhino_0012,pig;rhino;pig;pig;rhino,0.046330;0.056654;0.062650;0.064679;0.066355
hippo_hippo_0013,hippo,hippo,1,2,0.4000,hippo_hippo_0007;elephant_elephant_0015;pig_pig_0003;hippo_hippo_0009;rhino_rhino_0016,hippo;elephant;pig;hippo;rhino,0.058112;0.061974;0.063084;0.066908;0.067588
hippo_hippo_0014,hippo,rhino,0,2,0.4000,rhino_rhino_0016;hippo_hippo_0006;pig_pig_0004;hippo_hippo_0005;elephant_elephant_0015,rhino;hippo;pig;hippo;elephant,0.048430;0.057822;0.065279;0.070255;0.070785
horse_horse_0001,horse,elephant,0,0,0.0000,elephant_elephant_0006;pig_pig_0008;hippo_hippo_0010;hippo_hippo_0007;tiger_tiger_0011,elephant;pig;hippo;hippo;tiger,0.086295;0.120754;0.123847;0.142389;0.148906
horse_horse_0002,horse,horse,1,2,0.4000,horse_horse_0008;cow_cow_0001;horse_horse_0030;cow_cow_0010;cow_cow_0003,horse;cow;horse;cow;cow,0.000000;0.083296;0.083572;0.102847;0.103402
horse_horse_0003,horse,dog,0,0,0.0000,dog_dog_0045;dog_dog_0032;dog_dog_0037;deer_deer_0003;dog_dog_0033,dog;dog;dog;deer;dog,0.089242;0.092765;0.094623;0.101602;0.101674
horse_horse_0004,horse,horse,1,1,0.2000,horse_horse_0024;dog_dog_0022;goat_goat_0008;deer_deer_0028;dog_dog_0047,horse;dog;goat;deer;dog,0.070412;0.086722;0.109259;0.117620;0.127446
horse_horse_0005,horse,horse,1,1,0.2000,horse_horse_0013;elephant_elephant_0004;hippo_hippo_0013;cow_cow_0007;hippo_hippo_0009,horse;elephant;hippo;cow;hippo,0.000000;0.082939;0.083023;0.084256;0.087646
