image_id,class_name,image_path,gray_path,color_00,color_01,color_02,color_03,color_04,color_05,color_06,color_07,color_08,color_09,color_10,color_11,color_12,color_13,color_14,color_15,color_16,color_17,color_18,color_19,color_20,color_21,color_22,color_23,gray_00,gray_01,gray_02,gray_03,gray_04,gray_05,gray_06,gray_07,gray_08,gray_09,gray_10,gray_11,gray_12,gray_13,gray_14,gray_15,edge_density,edge_bin_0,edge_bin_45,edge_bin_90,edge_bin_135,shape_aspect_ratio,shape_area_ratio,shape_bbox_width,shape_bbox_height,object_center_x,object_center_y,shape_extent,shape_compactness,texture_horizontal,texture_vertical,texture_diagonal,texture_contrast
deer_deer_0031,deer,D:\CSDLDPT\data_processed_bmp\deer\deer_0031.bmp,D:\CSDLDPT\data_processed_gray_bmp\deer\deer_0031.bmp,0.00125607,0.00926825,0.02148635,0.03463698,0.03743458,0.03193453,0.10866876,0.08864783,0.00190313,0.01490151,0.02972690,0.03254353,0.03088781,0.02755733,0.07210962,0.12370349,0.00129413,0.01764202,0.03459892,0.03098297,0.03071653,0.02209535,0.05964411,0.13635931,0.00057094,0.00393948,0.01267485,0.02620611,0.03631173,0.04972880,0.04938624,0.05212675,0.04504710,0.05104196,0.04087925,0.04424779,0.06480160,0.17293748,0.34981444,0.00028547,0.16033562,0.25016040,0.25570705,0.26364482,0.23048774,0.35877863,0.49083227,0.83928571,0.58482143,0.49776786,0.59375000,0.32666071,0.76032217,0.04530126,0.04734566,0.05965833,0.05076842
dog_dog_0001,dog,D:\CSDLDPT\data_processed_bmp\dog\dog_0001.bmp,D:\CSDLDPT\data_processed_gray_bmp\dog\dog_0001.bmp,0.08081102,0.02257027,0.03800158,0.03803800,0.04737449,0.05011838,0.04161962,0.01479998,0.07668306,0.02782735,0.03287804,0.03739452,0.04490985,0.05049475,0.04328295,0.01986281,0.05198810,0.04686457,0.04314940,0.04957203,0.04815152,0.04135252,0.03343653,0.01881867,0.12394828,0.10362411,0.04429066,0.03882717,0.05121107,0.05419778,0.05485340,0.06119104,0.06745584,0.07197232,0.07663449,0.07510472,0.06767438,0.05547259,0.04436350,0.00917866,0.30050223,0.34248059,0.23236942,0.20301130,0.22213869,0.25000000,0.58960459,0.76785714,0.76785714,0.50223214,0.50223214,0.50966739,0.78539816,0.06610303,0.05516329,0.08060773,0.06729135
dog_dog_0002,dog,D:\CSDLDPT\data_processed_bmp\dog\dog_0002.bmp,D:\CSDLDPT\data_processed_gray_bmp\dog\dog_0002.bmp,0.00039593,0.07442130,0.09284634,0.07515661,0.04032862,0.04069628,0.00930443,0.00018383,0.00526026,0.09082425,0.07210226,0.07792814,0.04827557,0.03501181,0.00374722,0.00018383,0.02091376,0.11644678,0.09967618,0.06069090,0.02956773,0.00567033,0.00018383,0.00018383,0.00004242,0.00500573,0.13125186,0.15000212,0.11441055,0.12136767,0.12293726,0.11059263,0.07712213,0.05353582,0.06634709,0.03762779,0.00827218,0.00093327,0.00025453,0.00029695,0.17275191,0.23177771,0.23240151,0.26505454,0.27076624,0.38524590,0.45711097,0.83928571,0.54464286,0.49776786,0.60491071,0.37792117,0.74979781,0.03422705,0.03546575,0.04349890,0.03773056
dog_dog_0003,dog,D:\CSDLDPT\data_processed_bmp\dog\dog_0003.bmp,D:\CSDLDPT\data_processed_gray_bmp\dog\dog_0003.bmp,0.00037824,0.06775704,0.11424137,0.04761905,0.01416442,0.01612083,0.02752018,0.04553221,0.00020868,0.01717729,0.12303218,0.07526966,0.04009339,0.02745497,0.03057219,0.01952498,0.08068240,0.09145570,0.07238721,0.02625504,0.01925109,0.02394647,0.01613387,0.00322156,0.00011738,0.00031303,0.00602575,0.11077200,0.24216457,0.16296905,0.10838518,0.06409203,0.03748484,0.03431545,0.03932386,0.03607622,0.03936299,0.05192315,0.04902766,0.01764683,0.15617028,0.21872956,0.19134220,0.34031354,0.24961470,0.35877863,0.49083227,0.83928571,0.58482143,0.49776786,0.58482143,0.31817444,0.76032217,0.03443050,0.03720720,0.04783151,0.03982307
dog_dog_0004,dog,D:\CSDLDPT\data_processed_bmp\dog\dog_0004.bmp,D:\CSDLDPT\data_processed_gray_bmp\dog\dog_0004.bmp,0.00007200,0.00070198,0.00068398,0.00133197,0.00601184,0.02233742,0.11730295,0.18489119,0.00057599,0.00124197,0.00824379,0.01891751,0.03054521,0.03538708,0.09264359,0.14577821,0.00944975,0.01549760,0.02440737,0.02055547,0.01457962,0.01866551,0.05907446,0.17110355,0.00021599,0.00097197,0.00151196,0.00107997,0.00205195,0.00761380,0.01830552,0.02586533,0.03644905,0.05135266,0.05432259,0.06458232,0.08002592,0.18678114,0.46757384,0.00129597,0.06533004,0.14709910,0.18693014,0.41772946,0.24824130,0.37903226,0.46460459,0.83928571,0.55357143,0.49776786,0.60491071,0.14061428,0.75235051,0.01544181,0.02136123,0.02431532,0.02037279
dog_dog_0005,dog,D:\CSDLDPT\data_processed_bmp\dog\dog_0005.bmp,D:\CSDLDPT\data_processed_gray_bmp\dog\dog_0005.bmp,0.05594815,0.04160778,0.02160249,0.03104784,0.05178853,0.03602330,0.02288945,0.07242580,0.04404380,0.05052455,0.05038666,0.04226275,0.03184069,0.02876119,0.05035219,0.03516150,0.05367300,0.06903605,0.06965654,0.03873511,0.02066025,0.02419939,0.05594815,0.00142485,0.01958013,0.12696060,0.06342859,0.07918232,0.05891275,0.06132580,0.06990934,0.06611741,0.05570685,0.05767176,0.06139474,0.04326244,0.01737392,0.09731463,0.11499879,0.00685994,0.23915816,0.22971521,0.22659941,0.33596032,0.20772506,0.31333333,0.56202168,0.83928571,0.66964286,0.49776786,0.54241071,0.42553191,0.77547103,0.04002573,0.04516263,0.05858330,0.04792389
dog_dog_0006,dog,D:\CSDLDPT\data_processed_bmp\dog\dog_0006.bmp,D:\CSDLDPT\data_processed_gray_bmp\dog\dog_0006.bmp,0.09553936,0.10062807,0.05955164,0.01943795,0.01471600,0.01526613,0.01742080,0.01077339,0.10562509,0.10136157,0.06739101,0.01673314,0.01123183,0.01301976,0.01237794,0.00559300,0.11094302,0.10337872,0.07110439,0.01361573,0.00664741,0.01104846,0.01260716,0.00398845,0.14413423,0.16270114,0.15541191,0.14495943,0.14234631,0.06051437,0.02805666,0.02351809,0.02021730,0.01760418,0.01966717,0.02461835,0.01677899,0.02200523,0.01567872,0.00178792,0.08414381,0.21918549,0.20529221,0.29666912,0.27885319,0.41911765,0.34761639,0.76339286,0.45535714,0.51339286,0.59151786,0.24205940,0.73522601,0.06400517,0.07062691,0.08705871,0.07389693
dog_dog_0007,dog,D:\CSDLDPT\data_processed_bmp\dog\dog_0007.bmp,D:\CSDLDPT\data_processed_gray_bmp\dog\dog_0007.bmp,0.00196495,0.01615185,0.04456496,0.08602531,0.09655742,0.05662973,0.01905997,0.01237916,0.01328303,0.05835888,0.10143048,0.09738269,0.03446514,0.01194687,0.00927454,0.00719170,0.04330740,0.10001572,0.11656056,0.04169614,0.01218266,0.00609133,0.00931384,0.00416568,0.00483377,0.01733082,0.04987031,0.08700778,0.11659986,0.14689932,0.17248290,0.15067201,0.10209856,0.05187456,0.02959208,0.01744871,0.01591606,0.01438340,0.01650554,0.00648432,0.09357063,0.22981139,0.27221352,0.25623663,0.24173845,0.41055046,0.38885124,0.79910714,0.48660714,0.51339286,0.61160714,0.24063349,0.73899998,0.05822359,0.05954190,0.07417618,0.06398056
dog_dog_0008,dog,D:\CSDLDPT\data_processed_bmp\dog\dog_0008.bmp,D:\CSDLDPT\data_processed_gray_bmp\dog\dog_0008.bmp,0.00007813,0.00074222,0.00437517,0.01937576,0.04422048,0.12086410,0.06156490,0.08211258,0.00046877,0.00730497,0.04511895,0.11730927,0.06160397,0.01257862,0.03929841,0.04965038,0.00382827,0.06703387,0.11852025,0.03906403,0.00933630,0.01242236,0.05468964,0.02843861,0.00000000,0.00082034,0.00152350,0.00773468,0.02742295,0.05343959,0.09000352,0.17086605,0.18961678,0.11906715,0.04441580,0.02121177,0.02472753,0.06867456,0.16570960,0.01476620,0.05839445,0.22257944,0.21509938,0.25141505,0.31090613,0.25462963,0.53272481,0.73660714,0.72321429,0.49553571,0.51562500,0.10961467,0.78533206,0.04365525,0.04116175,0.05230688,0.04570796
dog_dog_0009,dog,D:\CSDLDPT\data_processed_bmp\dog\dog_0009.bmp,D:\CSDLDPT\data_processed_gray_bmp\dog\dog_0009.bmp,0.00000000,0.00042643,0.00118087,0.00288657,0.01426884,0.07144263,0.15951584,0.08361215,0.00042643,0.00121367,0.00646198,0.02729122,0.12320409,0.09056616,0.05881388,0.02535590,0.00173850,0.01128387,0.06957292,0.10998491,0.05533688,0.04274093,0.02968576,0.01298957,0.00009841,0.00029522,0.00108246,0.00236174,0.00324739,0.00767565,0.01928754,0.03414682,0.08945090,0.20084629,0.20783310,0.13855540,0.10893525,0.09643771,0.07655973,0.01318638,0.07808514,0.23267514,0.22778997,0.23377990,0.30575499,0.29496403,0.45432079,0.73214286,0.62053571,0.49776786,0.56250000,0.17187226,0.78005148,0.03734516,0.03180775,0.04260038,0.03725110
dog_dog_0010,dog,D:\CSDLDPT\data_processed_bmp\dog\dog_0010.bmp,D:\CSDLDPT\data_processed_gray_bmp\dog\dog_0010.bmp,0.02628192,0.11719414,0.04442759,0.03055690,0.04015261,0.06486014,0.00889471,0.00096532,0.01469811,0.05259831,0.08887816,0.04396791,0.05860856,0.06206762,0.01106668,0.00144798,0.01390517,0.03333793,0.07304236,0.05581604,0.05363258,0.08302880,0.01912248,0.00144798,0.01282493,0.03051093,0.04736951,0.14914156,0.16427636,0.08212094,0.07674274,0.07901813,0.04985175,0.08525822,0.09566986,0.09363580,0.02851134,0.00072399,0.00000000,0.00434393,0.12498007,0.26002861,0.16400097,0.31613995,0.25983047,0.31543624,0.55827487,0.83928571,0.66517857,0.49776786,0.54464286,0.22386834,0.77487953,0.01952355,0.02408009,0.03038484,0.02466283
dog_dog_0011,dog,D:\CSDLDPT\data_processed_bmp\dog\dog_0011.bmp,D:\CSDLDPT\data_processed_gray_bmp\dog\dog_0011.bmp,0.04419118,0.02219876,0.01971065,0.03099816,0.04927663,0.13161472,0.02579134,0.00955190,0.03772211,0.02531799,0.01520779,0.02727207,0.05273570,0.13150549,0.03605933,0.00751287,0.02842509,0.05106078,0.04805078,0.04767453,0.04825711,0.09669628,0.01026799,0.00290077,0.04842703,0.06721526,0.04882756,0.02734489,0.02603408,0.02960239,0.03797699,0.05651034,0.07198514,0.08971745,0.21610108,0.19083163,0.05119429,0.01813283,0.00750073,0.01259831,0.27953603,0.22605576,0.26023267,0.28393130,0.22978026,0.33333333,0.52830038,0.83928571,0.62946429,0.49776786,0.56250000,0.52912328,0.76936963,0.05789708,0.06264638,0.07264821,0.06439722
dog_dog_0012,dog,D:\CSDLDPT\data_processed_bmp\dog\dog_0012.bmp,D:\CSDLDPT\data_processed_gray_bmp\dog\dog_0012.bmp,0.07053363,0.05527959,0.00904812,0.03516251,0.06067718,0.04461480,0.04011682,0.01790068,0.02537125,0.09642638,0.01157742,0.02898267,0.06418430,0.05393672,0.04246359,0.01039100,0.00569745,0.07952960,0.05213752,0.03260714,0.06715688,0.06706562,0.02598402,0.00315511,0.00113427,0.10716940,0.14463957,0.12269723,0.00840928,0.01787460,0.03477138,0.05585325,0.08198068,0.11342747,0.08010326,0.07673955,0.06997301,0.05409317,0.02941292,0.00172097,0.17251276,0.11661368,0.11952657,0.53199664,0.23186311,0.35606061,0.49457908,0.83928571,0.58928571,0.49776786,0.58258929,0.34880722,0.76134534,0.02388340,0.04912251,0.05170857,0.04157150
dog_dog_0013,dog,D:\CSDLDPT\data_processed_bmp\dog\dog_0013.bmp,D:\CSDLDPT\data_processed_gray_bmp\dog\dog_0013.bmp,0.01010626,0.02537079,0.02371321,0.04538539,0.11273982,0.08959563,0.02497495,0.00144729,0.01417598,0.03248352,0.02986109,0.04188469,0.11293774,0.07935330,0.02117737,0.00145966,0.02146188,0.03887879,0.02706547,0.04085798,0.10826190,0.07446716,0.02075679,0.00158335,0.01714477,0.02170928,0.04104353,0.05002412,0.04356700,0.04605336,0.05161985,0.07640925,0.14610161,0.19360226,0.11697035,0.12743534,0.05069210,0.01328534,0.00434186,0.00000000,0.15690768,0.28370390,0.17009089,0.30147738,0.24472783,0.33571429,0.52455357,0.83928571,0.62500000,0.49776786,0.56473214,0.29912614,0.76857821,0.02759879,0.02815323,0.03701002,0.03092068
dog_dog_0014,dog,D:\CSDLDPT\data_processed_bmp\dog\dog_0014.bmp,D:\CSDLDPT\data_processed_gray_bmp\dog\dog_0014.bmp,0.00085690,0.01805787,0.02810121,0.04625989,0.06096577,0.09351530,0.08173295,0.00384344,0.00156258,0.01416402,0.04182418,0.04928424,0.06433036,0.09118403,0.06981199,0.00117193,0.00841776,0.02682847,0.03722466,0.04831393,0.05879833,0.08077524,0.07215585,0.00081909,0.00083170,0.00344019,0.01096325,0.04536519,0.05345532,0.05148949,0.06574172,0.08211099,0.08721458,0.10127779,0.12524573,0.15008317,0.19291547,0.02551792,0.00272191,0.00162559,0.18744021,0.21882036,0.23930350,0.24455173,0.29732441,0.34306569,0.51331314,0.83928571,0.61160714,0.49776786,0.57142857,0.36515763,0.76605785,0.03487974,0.03826177,0.04499768,0.03937973
dog_dog_0015,dog,D:\CSDLDPT\data_processed_bmp\dog\dog_0015.bmp,D:\CSDLDPT\data_processed_gray_bmp\dog\dog_0015.bmp,0.00009890,0.00151640,0.02172408,0.10869732,0.14826658,0.03054777,0.01748256,0.00499973,0.00269216,0.02122960,0.03583320,0.10293940,0.13320147,0.01875721,0.01412010,0.00456019,0.02471293,0.03264656,0.02986649,0.11689468,0.10162079,0.01361464,0.01106533,0.00291193,0.00019779,0.00168123,0.01486731,0.03378935,0.04730509,0.06148014,0.10720290,0.21977913,0.32233394,0.07644635,0.03484424,0.02551508,0.02554805,0.01621889,0.01269161,0.00009890,0.13671875,0.19727041,0.34026248,0.26204473,0.20042238,0.28782895,0.53013393,0.78125000,0.67857143,0.50000000,0.50223214,0.25789474,0.78151264,0.01892710,0.02244835,0.02933106,0.02356884
dog_dog_0016,dog,D:\CSDLDPT\data_processed_bmp\dog\dog_0016.bmp,D:\CSDLDPT\data_processed_gray_bmp\dog\dog_0016.bmp,0.00021467,0.00583891,0.01296583,0.02095140,0.04005667,0.09921862,0.13047398,0.02361326,0.00051520,0.01167783,0.02198180,0.04237506,0.10836339,0.11184098,0.02627512,0.01030397,0.00296239,0.02249699,0.06014941,0.11136871,0.09196291,0.02387086,0.01429675,0.00622531,0.00000000,0.00115920,0.01069037,0.01957754,0.02537352,0.03039670,0.04804225,0.06311180,0.11025245,0.17877383,0.19513138,0.17967543,0.07418856,0.02910871,0.02524472,0.00927357,0.07991869,0.28579005,0.23668628,0.24638990,0.23113377,0.37500000,0.36172672,0.73660714,0.49107143,0.50000000,0.61830357,0.22093664,0.75398224,0.04960753,0.04873526,0.06388437,0.05407572
dog_dog_0017,dog,D:\CSDLDPT\data_processed_bmp\dog\dog_0017.bmp,D:\CSDLDPT\data_processed_gray_bmp\dog\dog_0017.bmp,0.00039593,0.07442130,0.09284634,0.07515661,0.04032862,0.04069628,0.00930443,0.00018383,0.00526026,0.09082425,0.07210226,0.07792814,0.04827557,0.03501181,0.00374722,0.00018383,0.02091376,0.11644678,0.09967618,0.06069090,0.02956773,0.00567033,0.00018383,0.00018383,0.00004242,0.00500573,0.13125186,0.15000212,0.11441055,0.12136767,0.12293726,0.11059263,0.07712213,0.05353582,0.06634709,0.03762779,0.00827218,0.00093327,0.00025453,0.00029695,0.17275191,0.23177771,0.23240151,0.26505454,0.27076624,0.38524590,0.45711097,0.83928571,0.54464286,0.49776786,0.60491071,0.37792117,0.74979781,0.03422705,0.03546575,0.04349890,0.03773056
dog_dog_0018,dog,D:\CSDLDPT\data_processed_bmp\dog\dog_0018.bmp,D:\CSDLDPT\data_processed_gray_bmp\dog\dog_0018.bmp,0.00037824,0.06775704,0.11424137,0.04761905,0.01416442,0.01612083,0.02752018,0.04553221,0.00020868,0.01717729,0.12303218,0.07526966,0.04009339,0.02745497,0.03057219,0.01952498,0.08068240,0.09145570,0.07238721,0.02625504,0.01925109,0.02394647,0.01613387,0.00322156,0.00011738,0.00031303,0.00602575,0.11077200,0.24216457,0.16296905,0.10838518,0.06409203,0.03748484,0.03431545,0.03932386,0.03607622,0.03936299,0.05192315,0.04902766,0.01764683,0.15617028,0.21872956,0.19134220,0.34031354,0.24961470,0.35877863,0.49083227,0.83928571,0.58482143,0.49776786,0.58482143,0.31817444,0.76032217,0.03443050,0.03720720,0.04783151,0.03982307
dog_dog_0019,dog,D:\CSDLDPT\data_processed_bmp\dog\dog_0019.bmp,D:\CSDLDPT\data_processed_gray_bmp\dog\dog_0019.bmp,0.03804704,0.02642676,0.01456283,0.01124543,0.00931497,0.00487302,0.09721676,0.13164652,0.03459844,0.03962140,0.01360697,0.00882766,0.00455440,0.00410458,0.08985100,0.13816887,0.03943398,0.04537532,0.01045825,0.00429201,0.00322369,0.00386093,0.08162309,0.14506607,0.00168681,0.10402024,0.07630025,0.03379252,0.02333427,0.01855496,0.01765533,0.01231375,0.00950239,0.00629744,0.00579140,0.00635367,0.02204105,0.24841158,0.41270734,0.00123700,0.05327248,0.22103041,0.11353187,0.25039960,0.41503812,0.38260870,0.40338010,0.78571429,0.51339286,0.52455357,0.62500000,0.13206522,0.75088668,0.02124938,0.02070065,0.02425766,0.02206923
dog_dog_0020,dog,D:\CSDLDPT\data_processed_bmp\dog\dog_0020.bmp,D:\CSDLDPT\data_processed_gray_bmp\dog\dog_0020.bmp,0.00000000,0.00066951,0.00188300,0.00251067,0.00882919,0.07766340,0.21767512,0.02410244,0.00000000,0.00121349,0.00246883,0.01238597,0.06527743,0.16453260,0.07594778,0.01150724,0.00029291,0.00288727,0.01811867,0.07218177,0.13034564,0.08737133,0.01749100,0.00464474,0.00000000,0.00000000,0.00100427,0.00213407,0.00364047,0.00326387,0.00627668,0.01531509,0.04858147,0.10695456,0.20938991,0.29387396,0.21880492,0.05435601,0.02661311,0.00979161,0.05185746,0.31195885,0.18685801,0.23088212,0.27030101,0.40765766,0.40041055,0.80803571,0.49553571,0.49553571,0.57142857,0.12951073,0.74026246,0.03540762,0.02993750,0.04192202,0.03575571
dog_dog_0021,dog,D:\CSDLDPT\data_processed_bmp\dog\dog_0021.bmp,D:\CSDLDPT\data_processed_gray_bmp\dog\dog_0021.bmp,0.00196928,0.01471719,0.01489198,0.01188562,0.03451490,0.11816868,0.12955324,0.00763243,0.00614090,0.02084644,0.01887716,0.05367172,0.14889650,0.07794402,0.00570976,0.00124682,0.00844811,0.02719709,0.04206577,0.08847794,0.13125452,0.03179986,0.00285488,0.00123517,0.00080403,0.01171083,0.02824582,0.03020345,0.02971405,0.02062504,0.03286024,0.06620989,0.13000769,0.19576313,0.29762987,0.12077886,0.02939943,0.00230721,0.00059428,0.00314619,0.22297513,0.14919671,0.15606719,0.50781030,0.18692580,0.31756757,0.55452806,0.83928571,0.66071429,0.49776786,0.54687500,0.40209891,0.77426724,0.02791720,0.04493463,0.05166670,0.04150618
dog_dog_0022,dog,D:\CSDLDPT\data_processed_bmp\dog\dog_0022.bmp,D:\CSDLDPT\data_processed_gray_bmp\dog\dog_0022.bmp,0.17501954,0.06277943,0.02473034,0.02183315,0.01922776,0.01624720,0.00847272,0.00502319,0.17646814,0.07661925,0.03681934,0.02456360,0.01082799,0.00539836,0.00207389,0.00056276,0.24570893,0.04843937,0.02244802,0.00949403,0.00427284,0.00187588,0.00091710,0.00017717,0.36689073,0.17498828,0.12949820,0.08357042,0.05136783,0.04405190,0.04151946,0.03276536,0.02576208,0.01791465,0.01122401,0.00931687,0.00550258,0.00331405,0.00206347,0.00025012,0.20091279,0.23455670,0.21133194,0.30374807,0.25036328,0.27878788,0.60507015,0.82142857,0.73660714,0.49776786,0.48660714,0.33204875,0.78307036,0.02802972,0.03212331,0.04028608,0.03347970
dog_dog_0023,dog,D:\CSDLDPT\data_processed_bmp\dog\dog_0023.bmp,D:\CSDLDPT\data_processed_gray_bmp\dog\dog_0023.bmp,0.00007512,0.00649765,0.01566197,0.01276995,0.02824413,0.06366197,0.14711737,0.05930516,0.00067606,0.01186854,0.02606573,0.05149296,0.13618779,0.08585915,0.01198122,0.00920188,0.00180282,0.03181221,0.10865728,0.11733333,0.04972770,0.00923944,0.00991549,0.00484507,0.00011268,0.00123944,0.00833803,0.02084507,0.03357746,0.02907042,0.04383099,0.06850704,0.10321127,0.20585915,0.24563380,0.14997183,0.04101408,0.01859155,0.01949296,0.01070423,0.07551419,0.30063504,0.18864464,0.18117609,0.32954423,0.28993056,0.47927296,0.74553571,0.64285714,0.50446429,0.53794643,0.15755988,0.78110255,0.05054917,0.04033354,0.05533397,0.04873889
dog_dog_0024,dog,D:\CSDLDPT\data_processed_bmp\dog\dog_0024.bmp,D:\CSDLDPT\data_processed_gray_bmp\dog\dog_0024.bmp,0.00616349,0.07722962,0.02296698,0.02723094,0.04281236,0.03400547,0.07618023,0.04674424,0.00187296,0.05807497,0.04714274,0.02106745,0.05143328,0.03822959,0.06527457,0.05023777,0.00233788,0.01117133,0.09331580,0.03582530,0.03091044,0.04973300,0.03743259,0.07260700,0.00211206,0.00482187,0.03745915,0.14644935,0.08926437,0.04064717,0.02992747,0.03251773,0.06077150,0.09245238,0.06583247,0.04694349,0.07121224,0.11839484,0.15840440,0.00278951,0.17065928,0.31183207,0.21604481,0.22168838,0.25043474,0.21637427,0.50438457,0.66071429,0.76339286,0.49776786,0.50000000,0.33835151,0.78131531,0.03229335,0.03116377,0.04127480,0.03491064
dog_dog_0025,dog,D:\CSDLDPT\data_processed_bmp\dog\dog_0025.bmp,D:\CSDLDPT\data_processed_gray_bmp\dog\dog_0025.bmp,0.00000000,0.00084623,0.00298195,0.00431173,0.01136364,0.03364765,0.19003868,0.09014346,0.00060445,0.00225661,0.00523856,0.01503063,0.03650870,0.13225338,0.12657157,0.01486944,0.00124919,0.00459381,0.01837524,0.03521921,0.08035139,0.12830432,0.05980013,0.00544004,0.00024178,0.00084623,0.00169246,0.00290135,0.00652805,0.00834139,0.01075919,0.01994681,0.03880561,0.05174081,0.08571083,0.25411025,0.28820116,0.16259671,0.05742263,0.01015474,0.05972975,0.22096730,0.21025963,0.27903200,0.28974107,0.34166667,0.39221939,0.73214286,0.53571429,0.49776786,0.59151786,0.15228659,0.76654611,0.03682308,0.03690142,0.04609066,0.03993839
dog_dog_0026,dog,D:\CSDLDPT\data_processed_bmp\dog\dog_0026.bmp,D:\CSDLDPT\data_processed_gray_bmp\dog\dog_0026.bmp,0.00084538,0.01076451,0.01950010,0.02333249,0.02730577,0.06264266,0.11483078,0.07411165,0.00394511,0.02045820,0.02837659,0.04953927,0.12373545,0.05903570,0.02031730,0.02792572,0.01073633,0.04201539,0.11474625,0.09400626,0.02116268,0.01025728,0.02533322,0.01507594,0.00076084,0.00701665,0.02206442,0.03347705,0.03660495,0.04226900,0.04615775,0.06424888,0.11319638,0.17338744,0.19748077,0.09907854,0.03626680,0.03440697,0.08005749,0.01352608,0.12753109,0.36469949,0.23238096,0.18051486,0.22240469,0.22012579,0.44363839,0.62500000,0.70982143,0.49776786,0.49553571,0.28746631,0.78222674,0.05393191,0.04528477,0.06575116,0.05498928
dog_dog_0027,dog,D:\CSDLDPT\data_processed_bmp\dog\dog_0027.bmp,D:\CSDLDPT\data_processed_gray_bmp\dog\dog_0027.bmp,0.04074116,0.04350349,0.02875847,0.05042822,0.06347044,0.07111414,0.02381403,0.01150339,0.04074116,0.04491618,0.03081444,0.04617752,0.03992129,0.07140425,0.04630365,0.01305483,0.04870019,0.06002699,0.07436839,0.06658594,0.04369269,0.01160429,0.02092557,0.00742927,0.03689409,0.08566996,0.08041019,0.05804669,0.04245658,0.05195444,0.07673970,0.07299353,0.06966360,0.10004919,0.09206493,0.12419117,0.03674273,0.03613728,0.02202293,0.01396299,0.14371413,0.23715922,0.19173279,0.30373658,0.26737141,0.34558824,0.50956633,0.83928571,0.60714286,0.49776786,0.57366071,0.28203223,0.76516767,0.03083575,0.03236069,0.04236442,0.03518695
dog_dog_0028,dog,D:\CSDLDPT\data_processed_bmp\dog\dog_0028.bmp,D:\CSDLDPT\data_processed_gray_bmp\dog\dog_0028.bmp,0.00627735,0.04857668,0.08662530,0.06534053,0.04509504,0.03894241,0.03521134,0.00726468,0.01400971,0.06457145,0.08465064,0.06252403,0.04485601,0.03718600,0.02179403,0.00374146,0.06590174,0.06615118,0.05635062,0.04440911,0.03833962,0.03501387,0.02194993,0.00521726,0.00882362,0.02734387,0.07445515,0.12159761,0.13300907,0.12159761,0.10008418,0.08084682,0.06937299,0.06061173,0.05546722,0.05746266,0.04667477,0.02874692,0.00757647,0.00632931,0.40684790,0.27136681,0.22043938,0.22634520,0.28184861,0.28313253,0.62197066,0.83928571,0.74107143,0.49776786,0.50669643,0.65412715,0.78236477,0.06234350,0.05934866,0.07605818,0.06591678
dog_dog_0029,dog,D:\CSDLDPT\data_processed_bmp\dog\dog_0029.bmp,D:\CSDLDPT\data_processed_gray_bmp\dog\dog_0029.bmp,0.05265938,0.07045230,0.13482376,0.03436067,0.01162216,0.01572475,0.00932920,0.00436112,0.03700207,0.02416599,0.03060651,0.09604577,0.10421725,0.02573959,0.01029584,0.00526032,0.04092483,0.07112670,0.14747999,0.03715943,0.01191440,0.01318452,0.00786800,0.00367548,0.00711492,0.12118964,0.04137443,0.02943755,0.07479094,0.14347855,0.20997437,0.17945778,0.07391422,0.02812247,0.02323307,0.02518883,0.01878203,0.00944160,0.00789048,0.00660912,0.22817682,0.28666151,0.22489261,0.21113116,0.27731472,0.25449102,0.56580835,0.75892857,0.74553571,0.49776786,0.50446429,0.40327580,0.78533592,0.04145736,0.03900925,0.05097718,0.04381460
dog_dog_0030,dog,D:\CSDLDPT\data_processed_bmp\dog\dog_0030.bmp,D:\CSDLDPT\data_processed_gray_bmp\dog\dog_0030.bmp,0.00202785,0.00577747,0.02103102,0.16410315,0.06742934,0.01846750,0.03620804,0.01828895,0.00006377,0.00508877,0.00715488,0.04281451,0.20976176,0.04865575,0.00980767,0.00998623,0.00170901,0.03318539,0.18725130,0.08652178,0.00761402,0.00484644,0.00740996,0.00479543,0.00000000,0.00057392,0.00795837,0.01163147,0.00719314,0.01614631,0.06056780,0.25428528,0.36088154,0.12924702,0.05628252,0.03573615,0.01672023,0.01243496,0.01446281,0.01587848,0.22805724,0.28557066,0.22422666,0.23000553,0.26019715,0.35074627,0.50207270,0.83928571,0.59821429,0.49776786,0.57812500,0.45423150,0.76330969,0.04852901,0.04468846,0.05853472,0.05058407
dog_dog_0031,dog,D:\CSDLDPT\data_processed_bmp\dog\dog_0031.bmp,D:\CSDLDPT\data_processed_gray_bmp\dog\dog_0031.bmp,0.00811541,0.05540044,0.16220603,0.02839826,0.01657132,0.02853446,0.01774040,0.01636702,0.00608372,0.01333651,0.10888268,0.15026560,0.02610551,0.00726414,0.00988604,0.01150913,0.08539907,0.19383910,0.02423272,0.00533460,0.00496005,0.00658313,0.00759330,0.00539136,0.00698039,0.01426723,0.02002179,0.06043993,0.20549578,0.31302779,0.14539635,0.07256197,0.04559384,0.02724053,0.01385862,0.01028330,0.01195178,0.01968129,0.01488014,0.01831926,0.28296397,0.31411259,0.25827078,0.18247219,0.24514444,0.31333333,0.56202168,0.83928571,0.66964286,0.49776786,0.54241071,0.50347518,0.77547103,0.05760730,0.04888540,0.07012062,0.05887111
